MATCH_SCORE,MATCH_TIER,MATCH_CAPABILITY,MATCH_NAICS,MATCH_PSC,MATCH_CERT,MATCH_REASONS,MATCH_CAP,record_id,Source_Organization,Source_File,Source_Sheet,Processing_Date,Requirement Title,Requirement Description,Associated Program or Requirement Office,Anticipated Procurement Method,Anticipated Contract Type,Anticipated Procurement Instrument,Anticipated Solicitation FY,Anticipated Solicitation Quarter,Anticipated Award FY,Anticipated Award Quarter,Anticipated Period of Performance (Months),Anticipated NAICS Code,Anticipated PSC,Anticipated Place of Performance,Follow-on or New,Existing Contract Number,Incumbent Contractor,Contracting Office UIC,Contracting POC Name,Contracting POC Contact,Secondary POC Name,Secondary POC Contact,Anticipated Facilities Clearance,Anticipated Personnel Clearance,Anticipated Total Value (Millions),value_min_millions,value_max_millions,value_source,value_confidence,Comments,PALT Code,Sub PALT Code,qc_fy_unparsed,qc_qtr_unparsed,qc_value_open_ended,qc_value_missing,qc_uic_suspect,id,title,description,work_type,agency,source_org,naics,psc,set_aside,required_clearance,rfp_fy,rfp_quarter,award_fy,award_quarter,place_of_performance,follow_on,incumbent,contracting_office,est_value_min,est_value_max,anticipated_value
0.722,A,0.807,0.75,0.0,1.0,Strong capability match (81%); NAICS alignment (75%),1.0,137956022e71fa7f,HQMC,HQMC_compiled_data.tsv,MCINCR,2025-08-28,Adobe Acrobat Pro Enterprise Term License and Adobe Creative Cloud Enterprise Term License,This requirement provides Adobe Acrobat Pro and Creative Cloud Enterprise License to MCCOG,MCCOG,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q4,2025,Q4,12,541519- Other Computer Related Services,7A21 – IT And Telecom – Business Application Software,"Quantico, VA",Follow-on,M0026424F0275,"METGreen Solutions, Inc",M00264,Heaven Onley,heaven.j.onley.civ@usmc.mil,John Johnston (Tom),john.t.johnston2@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,137956022e71fa7f,Adobe Acrobat Pro Enterprise Term License and Adobe Creative Cloud Enterprise Term License,This requirement provides Adobe Acrobat Pro and Creative Cloud Enterprise License to MCCOG,This requirement provides Adobe Acrobat Pro and Creative Cloud Enterprise License to MCCOG,MCCOG,HQMC,541519,7A21 – IT AND TELECOM – BUSINESS APPLICATION SOFTWARE,Small Business Set-Aside,TBD,2025,Q4,2025,Q4,"Quantico, VA",Follow-on,"METGreen Solutions, Inc",M00264,0.0,2.0,0.0
0.722,A,0.829,0.5,0.5,1.0,Strong capability match (83%),1.0,0f3863eb02496cc1,NAVSEA,NAVSEA_Enterprise_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,Hawaii Services Follow-On (C),Follow-on Task Order for Hawaii Services,KPT - 24 - KPT-24 - NUWCKPT,Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,TBD,TBD,2026,Q3,,541330,R425,Pearl Harbor HI,Follow-on,N0017819D7814N0025322F3003,Indus Technology Inc.,N00253: NUWCKPT,"Gervais, Peter",peter.gervais.civ@us.navy.mil,,,TBD,TBD,250.0,250.0,250.0,numeric_dollars,exact,SeaPort - NxG,,,False,False,False,False,False,0f3863eb02496cc1,Hawaii Services Follow-On (C),Follow-on Task Order for Hawaii Services,Follow-on Task Order for Hawaii Services,KPT - 24 - KPT-24 - NUWCKPT,NAVSEA,541330,R425,Full and Open Competition,TBD,TBD,TBD,2026,Q3,Pearl Harbor HI,Follow-on,Indus Technology Inc.,N00253: NUWCKPT,250.0,250.0,250.0
0.72,A,0.805,0.75,0.0,1.0,Strong capability match (80%); NAICS alignment (75%),1.0,f4ba6f2454e4ab31,HQMC,HQMC_compiled_data.tsv,MCIEAST,2025-08-28,Collection & Analyzation of Air Samples,"Collection and analysis of eighty-four air samples from portable breathing air panels at the Fleet Readiness Center, Havelock, NC",8th Communications Battalion,Full and Open Competition,Fixed-Price,Purchase Order,2028,Q3,2028,Q4,48,541620,B502,"MCAS Cherry Point, Havelock, NC",Follow-on,M6700123P1000,Advanced Safety Equipment Co.,M67001,Chris Rabassi,chris.rabassi@usmc.mil,Chris Rabassi,chris.rabassi@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,f4ba6f2454e4ab31,Collection & Analyzation of Air Samples,"Collection and analysis of eighty-four air samples from portable breathing air panels at the Fleet Readiness Center, Havelock, NC","Collection and analysis of eighty-four air samples from portable breathing air panels at the Fleet Readiness Center, Havelock, NC",8th Communications Battalion,HQMC,541620,B502,Full and Open Competition,TBD,2028,Q3,2028,Q4,"MCAS Cherry Point, Havelock, NC",Follow-on,Advanced Safety Equipment Co.,M67001,0.0,2.0,0.0
0.717,A,0.82,0.5,0.5,1.0,Strong capability match (82%),1.0,3e743b03235930bf,NAVSUP,NAVSUP_NMCARS_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,DIGITAL MEDIA,SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,NAVY RECRUITING COMMAND,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,DELIVERY ORDER,2025,Q2,2026,Q1,,541810,R701,NY,Follow-on,N0018925FZ146,WPP PLC,N00189,ADELINA LOZZI,adelina.lozzi.civ@us.navy.mil,ELLEN WRIGHT,ellen.s.wright.civ@us.navy.mil,TBD,TBD,50.0,50.0,50.0,numeric_millions,exact,,,,False,False,False,False,False,3e743b03235930bf,DIGITAL MEDIA,SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,NAVY RECRUITING COMMAND,NAVSUP,541810,R701,FULL AND OPEN COMPETITION,TBD,2025,Q2,2026,Q1,NY,Follow-on,WPP PLC,N00189,50.0,50.0,50.0
0.715,A,0.796,0.75,0.0,1.0,Strong capability match (80%); NAICS alignment (75%),1.0,b62dcb6a656dd56e,HQMC,HQMC_compiled_data.tsv,MCINCR,2025-08-28,TOAD for Oracle,Toad for Oracle Developer edition - database management tool used to manage TSO Oracle databases / building and maintaining SQL scripts / performance optimization / automation / data security.,TSO,Small Business Set-Aside,Fixed-Price,Federal Supply Schedule Order,2025,Q4,2026,Q1,12,541519 - OTHER COMPUTER RELATED SERVICES,7A21 - IT AND TELECOM - BUSINESS APPLICATION SOFTWARE,"Quantico, VA",Follow-on,M0026425F0029,"New Tech Solutions, Inc.",M00264,David Laster,david.laster@usmc.mil,Michael Bogatyr,michael.bogatyr@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,b62dcb6a656dd56e,TOAD for Oracle,Toad for Oracle Developer edition - database management tool used to manage TSO Oracle databases / building and maintaining SQL scripts / performance optimization / automation / data security.,Toad for Oracle Developer edition - database management tool used to manage TSO Oracle databases / building and maintaining SQL scripts / performance optimization / automation / data security.,TSO,HQMC,541519,7A21,Small Business Set-Aside,TBD,2025,Q4,2026,Q1,"Quantico, VA",Follow-on,"New Tech Solutions, Inc.",M00264,0.0,2.0,0.0
0.708,A,0.7,0.75,0.5,1.0,Strong capability match (70%); NAICS alignment (75%),1.0,79635a4484d560ab,HQMC,HQMC_compiled_data.tsv,MCINCR,2025-08-28,VMWare Training Vouchers,VMWare Training Vouchers,Marine Corps Software Factory (MCSWF),Small Business Set-Aside,Fixed-Price,Federal Supply Schedule Order,2025,Q3,2025,Q3,12,541519,"DA01- IT AND TELECOM - BUSINESS
APPLICATION/APPLICATION
DEVELOPMENT SUPPORT SERVICES","Quantico, VA",Follow-on,M00264-24-F-0102,"August Schell Enterprises, Inc",M00264,Edgar Clark,edgar.clark@usmc.mil,Kellie Holley,kellie.holley@usmc.mil,TBD,TBD,4.75,2.0,7.5,explicit_range,range_midpoint,,,,False,False,False,False,False,79635a4484d560ab,VMWare Training Vouchers,VMWare Training Vouchers,VMWare Training Vouchers,Marine Corps Software Factory (MCSWF),HQMC,541519,DA01,Small Business Set-Aside,TBD,2025,Q3,2025,Q3,"Quantico, VA",Follow-on,"August Schell Enterprises, Inc",M00264,2.0,7.5,4.75
0.707,A,0.782,0.75,0.0,1.0,Strong capability match (78%); NAICS alignment (75%),1.0,b172fc1683413082,HQMC,HQMC_compiled_data.tsv,MCIWEST,2025-08-28,Legal Database Services,CYBERFEDS on the Web - provides regulatory guidance,WACO & CHRO,Full and Open Competition,Fixed-Price,Federal Supply Schedule Order,2028,Q1,2028,Q3,60,541519,7A21,"MCB Camp Pendleton, CA",Follow-on,M0068123FNG14,"LRP Publications, Inc.",M33000,Gary Lane,gary.lane@usmc.mil,Dakeyah McFarlin,dakeyah.mcfarlin@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,b172fc1683413082,Legal Database Services,CYBERFEDS on the Web - provides regulatory guidance,CYBERFEDS on the Web - provides regulatory guidance,WACO & CHRO,HQMC,541519,7A21,Full and Open Competition,TBD,2028,Q1,2028,Q3,"MCB Camp Pendleton, CA",Follow-on,"LRP Publications, Inc.",M33000,0.0,2.0,0.0
0.705,A,0.8,0.5,0.5,1.0,Strong capability match (80%),1.0,2744073f0b5a7ff6,NAVSEA,NAVSEA_Enterprise_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,N00164-25-RFPREQ-CR-105-0001,NSWC Crane Security TO Follow-On,NSWC Crane,,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2026,Q3,2027,Q3,60,541330,R408,"Crane, Indiana",Follow-on,N0016421F3015,Precise Systems,N00164: NSWC Crane,Matthew Burch,matthew.l.burch2.civ@us.navy.mil,John Latta,john.c.latta3.civ@us.navy.mil,TBD,TBD,50.0,50.0,50.0,numeric_dollars,exact,None.,,,False,False,False,False,False,2744073f0b5a7ff6,N00164-25-RFPREQ-CR-105-0001,NSWC Crane Security TO Follow-On,NSWC Crane Security TO Follow-On,NSWC Crane,NAVSEA,541330,R408,nan,TBD,2026,Q3,2027,Q3,"Crane, Indiana",Follow-on,Precise Systems,N00164: NSWC Crane,50.0,50.0,50.0
0.705,A,0.8,0.5,0.5,1.0,Strong capability match (80%),1.0,cc68f59c2084ec65,NAVSUP,NAVSUP_NMCARS_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,DIGITAL MEDIA,I SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,NAVY RECRUITING COMMAND,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,DELIVERY ORDER,2025,Q2,2026,Q1,,541810,R701,NY,Follow-on,N0018925FZ047,WPP PLC,N00189,ADELINA LOZZI,adelina.lozzi.civ@us.navy.mil,ADELINA LOZZI,adelina.lozzi.civ@us.navy.mil,TBD,TBD,50.0,50.0,50.0,numeric_millions,exact,,,,False,False,False,False,False,cc68f59c2084ec65,DIGITAL MEDIA,I SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,I SPACE CHARGES MEDIA PLACEMENT DIGITAL MEDIA,NAVY RECRUITING COMMAND,NAVSUP,541810,R701,FULL AND OPEN COMPETITION,TBD,2025,Q2,2026,Q1,NY,Follow-on,WPP PLC,N00189,50.0,50.0,50.0
0.702,A,0.775,0.75,0.0,1.0,Strong capability match (77%); NAICS alignment (75%),1.0,06237b46707c8c39,HQMC,HQMC_compiled_data.tsv,MCINCR,2025-08-28,Adobe Creative Cloud License,This requirement provides Adobe Creatvie Cloud Licenses to MCICOM ISB,MCICOM ISB,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q3,2025,Q4,12,541519- Other Computer Related Services,7A21 – IT And Telecom – Business Application Software,WASHINGTON DC,Follow-on,M0026424F0220,"Aurora Systems Consulting, Inc",M00264,Heaven Onley,heaven.j.onley.civ@usmc.mil,John Johnston (Tom),john.t.johnston2@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,06237b46707c8c39,Adobe Creative Cloud License,This requirement provides Adobe Creatvie Cloud Licenses to MCICOM ISB,This requirement provides Adobe Creatvie Cloud Licenses to MCICOM ISB,MCICOM ISB,HQMC,541519,7A21 – IT AND TELECOM – BUSINESS APPLICATION SOFTWARE,Small Business Set-Aside,TBD,2025,Q3,2025,Q4,WASHINGTON DC,Follow-on,"Aurora Systems Consulting, Inc",M00264,0.0,2.0,0.0
0.702,A,0.775,0.75,0.0,1.0,Strong capability match (77%); NAICS alignment (75%),1.0,bcd60a0dbf41cda3,NAVSUP,NAVSUP_NMCARS_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,"EDUCATION CLOUD, UNLIMITED EDITION","EDUCATION CLOUD, UNLIMITED EDITION",NAVAL POSTGRADUATE SCHOOL,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,NASA SEWP,2027,Q1,2027,Q1,60,541519,7A21,"MONTEREY, CA",Follow-on,N0024425F0036,"COUNTERTRADE PRODUCTS, INC.",N00244,Noni Arcilla,noni.p.arcilla.civ@us.navy.mil,Naima Yelda,naima.yelda1@navy.mil,TBD,TBD,5.0,5.0,5.0,numeric_millions,exact,,,,False,False,False,False,False,bcd60a0dbf41cda3,"EDUCATION CLOUD, UNLIMITED EDITION","EDUCATION CLOUD, UNLIMITED EDITION","EDUCATION CLOUD, UNLIMITED EDITION",NAVAL POSTGRADUATE SCHOOL,NAVSUP,541519,7A21,FULL AND OPEN COMPETITION,TBD,2027,Q1,2027,Q1,"MONTEREY, CA",Follow-on,"COUNTERTRADE PRODUCTS, INC.",N00244,5.0,5.0,5.0
0.7,A,0.792,0.5,0.5,1.0,Strong capability match (79%),1.0,65f7d542075ec487,NAVSEA,NAVSEA_Enterprise_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,N00164-24-RFPREQ-CR-WXP-0040,Seaport Task order  for  Radar Division Logistics Services Contract - All Division Programs,"NAVSEA IWS1, IWS2, NAVSUP, USMC, USAF",Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q2,2025,Q4,60,541330,R425,"CRANE, IN",Follow-on,N0017819D7266 N0016419F3500,BOWHEAD PROGRAM MANAGEMENT AND OPERATIONS LLC,N00164: NSWC Crane,Laura Armes,laura.m.armes.civ@us.navy.mil,Seth Taylor,seth.t.taylor.civ@us.navy.mil,TBD,TBD,100.0,100.0,100.0,numeric_dollars,exact,SEAPORT TASK ORDER,,,False,False,False,False,False,65f7d542075ec487,N00164-24-RFPREQ-CR-WXP-0040,Seaport Task order  for  Radar Division Logistics Services Contract - All Division Programs,Seaport Task order  for  Radar Division Logistics Services Contract - All Division Programs,"NAVSEA IWS1, IWS2, NAVSUP, USMC, USAF",NAVSEA,541330,R425,Small Business Set-Aside,TBD,2025,Q2,2025,Q4,"CRANE, IN",Follow-on,BOWHEAD PROGRAM MANAGEMENT AND OPERATIONS LLC,N00164: NSWC Crane,100.0,100.0,100.0
0.694,B,0.76,0.75,0.0,1.0,Strong capability match (76%); NAICS alignment (75%),1.0,8920de51e9ba3fd0,NAVAIR,NAVAIR_LRAE_Consolidated_compiled.tsv,LRAE Annex 25,2025-08-26,FO RAC Collection of Air Samples for Stationary Breathing Air Panels,FO RAC Collection of Air Samples for Stationary Breathing Air Panels,JC00000 - JC00000-FRC E - FRC E,Full and Open Competition,Fixed-Price,Purchase Order,2026,Q1,2026,Q1,12,541620 - ENVIRONMENTAL CONSULTING SERVICES,B502 - SPECIAL STUDIES/ANALYSIS- AIR QUALITY,"Cherry Point, NC",Follow-on,M6700123P1000,ADVANCE SAFETY EQUIPMENT CO.,N68520 - FRC HQ,"Dronenburg, Kurt",kurt.j.dronenburg.civ@us.navy.mil,"Dronenburg, Kurt",kurt.j.dronenburg.civ@us.navy.mil,Unclassified,Unclassified,2.0,2.0,2.0,numeric_dollars,exact,,,,False,False,False,False,False,8920de51e9ba3fd0,FO RAC Collection of Air Samples for Stationary Breathing Air Panels,FO RAC Collection of Air Samples for Stationary Breathing Air Panels,FO RAC Collection of Air Samples for Stationary Breathing Air Panels,JC00000 - JC00000-FRC E - FRC E,NAVAIR,541620,B502,Full and Open Competition,Unclassified,2026,Q1,2026,Q1,"Cherry Point, NC",Follow-on,ADVANCE SAFETY EQUIPMENT CO.,N68520 - FRC HQ,2.0,2.0,2.0
0.694,B,0.782,0.5,0.5,1.0,Strong capability match (78%),1.0,4dc0ee7d55357c58,NAVSEA,NAVSEA_Enterprise_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,N00164-26-RFPREQ-CR-WXP-0015,Labor for  Radar Division Logistics Services Contract - All Division Programs.,Multiple,Full and Open Competition,Cost-Reimbursement,,2025,Q3,2026,Q2,60,541330,R425,,Follow-on,N0017819D7266 N0016419F3500,,N00164: NSWC Crane,Laura Armes,laura.m.armes.civ@us.navy.mil,Seth Taylor,seth.t.taylor.civ@us.navy.mil,Secret,TBD,100.0,100.0,100.0,numeric_dollars,exact,None.,,,False,False,False,False,False,4dc0ee7d55357c58,N00164-26-RFPREQ-CR-WXP-0015,Labor for  Radar Division Logistics Services Contract - All Division Programs.,Labor for  Radar Division Logistics Services Contract - All Division Programs.,Multiple,NAVSEA,541330,R425,Full and Open Competition,TBD,2025,Q3,2026,Q2,nan,Follow-on,nan,N00164: NSWC Crane,100.0,100.0,100.0
0.69,B,0.9,0.0,1.0,1.0,Strong capability match (90%); PSC match (100%),1.0,91cb1d6cda3cd3fd,HQMC,HQMC_compiled_data.tsv,MCIWEST,2025-08-28,Facility Management Services,Facility Management Services,1st MLG,Small Business Set-Aside,Fixed-Price,Purchase Order,2025,Q3,2025,Q4,36,561210,R499,"MCB Camp Pendleton, CA",Follow-on,M0068124F0198,Innovative Consulting & Management Services,M00681,"Capt Gervaise, Nathan",nathan.gervaise@usmc.mil,Dakeyah McFarlin,dakeyah.mcfarlin@usmc.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,91cb1d6cda3cd3fd,Facility Management Services,Facility Management Services,Facility Management Services,1st MLG,HQMC,561210,R499,Small Business Set-Aside,TBD,2025,Q3,2025,Q4,"MCB Camp Pendleton, CA",Follow-on,Innovative Consulting & Management Services,M00681,0.0,2.0,0.0
0.685,B,0.767,0.5,0.5,1.0,Strong capability match (77%),1.0,6a62fce11cd134f0,NAVAIR,NAVAIR_LRAE_Consolidated_compiled.tsv,LRAE Annex 25,2025-08-26,PMA-273 Logistics CSS BY (Competitive) (C),Competitive TO Award,TPM273 - TPM273 - PEO T,Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,2026,Q2,,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Pax River, MD",TBD,,,N00421 - NAWCAD PAX,"Stone, Stacey",stacey.l.stone9.civ@us.navy.mil,"Dimitrov, Vladimir",vladimir.dimitrov@navy.mil,TBD,TBD,50.0,50.0,50.0,numeric_dollars,exact,,,,False,False,False,False,False,6a62fce11cd134f0,PMA-273 Logistics CSS BY (Competitive) (C),Competitive TO Award,Competitive TO Award,TPM273 - TPM273 - PEO T,NAVAIR,541330,R425,Small Business Set-Aside,TBD,TBD,TBD,2026,Q2,"Pax River, MD",TBD,nan,N00421 - NAWCAD PAX,50.0,50.0,50.0
0.68,B,0.8,0.5,0.5,0.5,Strong capability match (80%),1.0,b52b361e9201a423,NAVAIR,NAVAIR_LRAE_Consolidated_compiled.tsv,LRAE Annex 25,2025-08-26,AV-Phase C: Issue New Delivery Order to Create GSLEP 10 ECP for Remaining 46 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 46 Tier 1 and 2 Hot Spot Analysis,TPM265 - TPM265 - PEO T,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,2026,Q2,,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Pax River, MD",New,,,N00019 - HQ,"Pennini, Samantha",samantha.l.pennini.civ@us.navy.mil,"Krebs, Lyndsay",lyndsay.krebs@navy.mil,Unclassified,Unclassified,7.5,7.5,7.5,numeric_dollars,exact,,,,False,False,False,False,False,b52b361e9201a423,AV-Phase C: Issue New Delivery Order to Create GSLEP 10 ECP for Remaining 46 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 46 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 46 Tier 1 and 2 Hot Spot Analysis,TPM265 - TPM265 - PEO T,NAVAIR,541330,R425,Sole Source,Unclassified,TBD,TBD,2026,Q2,"Pax River, MD",New,nan,N00019 - HQ,7.5,7.5,7.5
0.68,B,0.8,0.5,0.5,0.5,Strong capability match (80%),1.0,1d9141065c9c483a,NAVAIR,NAVAIR_LRAE_Consolidated_compiled.tsv,LRAE Annex 25,2025-08-26,AV-Phase C: Issue New Delivery Order to Create GSLEP 10 ECP for Remaining 71 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 71 Tier 1 and 2 Hot Spot Analysis,TPM265 - TPM265 - PEO T,Sole Source,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,2026,Q2,,541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Pax River, MD",New,,,N00019 - HQ,"Pennini, Samantha",samantha.l.pennini.civ@us.navy.mil,"Schelling, Emily D.",emily.schelling@navy.mil,Unclassified,Unclassified,7.5,7.5,7.5,numeric_dollars,exact,,,,False,False,False,False,False,1d9141065c9c483a,AV-Phase C: Issue New Delivery Order to Create GSLEP 10 ECP for Remaining 71 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 71 Tier 1 and 2 Hot Spot Analysis,Create GSLEP 10 ECP for remaining 71 Tier 1 and 2 Hot Spot Analysis,TPM265 - TPM265 - PEO T,NAVAIR,541330,R425,Sole Source,Unclassified,TBD,TBD,2026,Q2,"Pax River, MD",New,nan,N00019 - HQ,7.5,7.5,7.5
0.68,B,0.55,1.0,0.5,1.0,NAICS alignment (100%),1.0,690ac27bb049b288,NAVSUP,NAVSUP_NMCARS_LRAE_compiled.tsv,Annex 25 Template,2025-08-26,BUSINESS MANAGEMENT SUPPORT,BUSINESS MANAGEMENT SUPPORT,CHIEF OF NAVAL OPERATIONS,FULL AND OPEN COMPETITION,COST PLUS FIXED FEE,DELIVERY ORDER,2026,Q1,2026,Q4,,541611,R408,DC,Follow-on,N0018924FZ746,DELOITTE CONSULTING LLP,N00189,MATTHEW FORSYTHE,matthew.r.forsythe.civ@us.navy.mil,MATTHEW FORSYTHE,matthew.r.forsythe.civ@us.navy.mil,TBD,TBD,7.5,7.5,7.5,numeric_millions,exact,,,,False,False,False,False,False,690ac27bb049b288,BUSINESS MANAGEMENT SUPPORT,BUSINESS MANAGEMENT SUPPORT,BUSINESS MANAGEMENT SUPPORT,CHIEF OF NAVAL OPERATIONS,NAVSUP,541611,R408,FULL AND OPEN COMPETITION,TBD,2026,Q1,2026,Q4,DC,Follow-on,DELOITTE CONSULTING LLP,N00189,7.5,7.5,7.5
0.675,B,0.542,1.0,0.5,1.0,NAICS alignment (100%),1.0,6265b1c9ddffa001,HQMC,HQMC_compiled_data.tsv,MCIWEST,2025-08-28,Defense medical logistics standard support,"Provide supply system expertise, training and warehouse",CPEN Medlog,Small Business Set-Aside,Fixed-Price,Purchase Order,2028,Q2,2028,Q3,60,541611,R408,"MCB Camp Pendleton, CA",Follow-on,M0068123P0070,"MLT Systems, Inc.",M00681,Jody Koch,jody.koch@usmc.mil,Dakeyah McFarlin,dakeyah.mcfarlin@usmc.mil,TBD,TBD,4.75,2.0,7.5,explicit_range,range_midpoint,,,,False,False,False,False,False,6265b1c9ddffa001,Defense medical logistics standard support,"Provide supply system expertise, training and warehouse","Provide supply system expertise, training and warehouse",CPEN Medlog,HQMC,541611,R408,Small Business Set-Aside,TBD,2028,Q2,2028,Q3,"MCB Camp Pendleton, CA",Follow-on,"MLT Systems, Inc.",M00681,2.0,7.5,4.75
0.673,B,0.83,0.5,0.0,1.0,Strong capability match (83%),1.0,26e29e5a1be83feb,ONR/NRL,ONR_NRL_LRAE_compiled.tsv,ONR,2025-08-26,ONR Code 343 Navy Manufacturing Technology (ManTech) Electronics Manufacturing Center (EMC),Provides for the operation and management of the center in its mission to develop naval platform-related manufacturing technologies and transition the technology for implementation in electronics manufacturing and other industrial facilities,"ONR Code 343, Research Protections Division",Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,2026,Q4,2027,Q4,60.0,"541715: Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",AE33: R&D- Economic Growth: Manufacturing Technology (Advanced Development),,Follow-on,N0001421D7003,Pennsylvania State University,N00014,Ellen Reed,ellen.c.reed.civ@us.navy.mil,Megan Gavarkvich,megan.j.gavarkavich.civ@us.navy.mil,Secret,TBD,50.0,50.0,50.0,numeric_millions,exact,Ordering Period expires: 18-JUN-2027,,,False,False,False,False,False,26e29e5a1be83feb,ONR Code 343 Navy Manufacturing Technology (ManTech) Electronics Manufacturing Center (EMC),Provides for the operation and management of the center in its mission to develop naval platform-related manufacturing technologies and transition the technology for implementation in electronics manufacturing and other industrial facilities,Provides for the operation and management of the center in its mission to develop naval platform-related manufacturing technologies and transition the technology for implementation in electronics manufacturing and other industrial facilities,"ONR Code 343, Research Protections Division",ONR/NRL,"541715: Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",AE33: R&D,Full and Open Competition,TBD,2026,Q4,2027,Q4,nan,Follow-on,Pennsylvania State University,N00014,50.0,50.0,50.0
